"Last Updated on","Created on","Korporat Code","Internal Reference","Name","Internal Name","Material Type","Unit of Measure/Display Name","PO Conversion Coeff","Brand/Display Name","Source","NFG Type/Display Name","Type of RM/PM","Customized UOM PO/Display Name"
"2022-06-17 00:11:18","2022-05-23 00:48:36","EMUL-SPBS2-X","EMS3-CEAGJ","SP Brij S2 MBAL-PA-(SG)","Emulgator B-S2","Raw Material","kg","0.0","","Imported","BAHAN BAKU UMUM","Irregular","kg"
"2022-06-17 00:06:57","2021-04-21 07:05:54","CRO1-GTCC-","EMO1-AAD","SP Crodamol GTCC MBAL-LQ-(SG) ex. Croda Singapore Pte., Ltd. Singapore","GTCC","Raw Material","g","0.0","","Imported","BAHAN BAKU UMUM","Regular","kg"
"2022-06-06 09:22:08","2021-04-21 05:27:42","STIC-BCESTNNMO-PW1W3","STIC-BCESTNNMO-PW1W3","Sticker Barcode Eye Shadow Trivia Natural Nude Make Over,PP White,1W,3x1,5cm,Pond","Sticker Barcode Trivia ES Natural Nude Make over","Packaging Material","Pc(s)","0.0","Make Over","Local","STICKER","Regular","Pc(s)"
"2022-06-17 06:33:05","2022-06-17 06:32:34","STIC-BCFLIS01R0-W","STIC-BCFLIS01R0-W","Sticker Bottom Colorfit Fresh Lip Ink Serum 01 Wardah,PP White,2W,Dsticker=14mm,RollCore 3 in,NF","Sticker Bottom Colorfit Fresh Lip Ink Serum 01 W","Packaging Material","Pc(s)","0.0","Wardah","","STICKER","Irregular","Pc(s)"
"2022-06-17 06:33:48","2022-06-17 06:33:33","STIC-BCFLIS02R0-W","STIC-BCFLIS02R0-W","Sticker Bottom Colorfit Fresh Lip Ink Serum 02 Wardah,PP White,2W,Dsticker=14mm,RollCore 3 in,NF","Sticker Bottom Colorfit Fresh Lip Ink Serum 02 W","Packaging Material","Pc(s)","0.0","Wardah","","STICKER","Irregular","Pc(s)"
"2022-06-17 06:34:53","2022-06-17 06:34:36","STIC-BCFLIS03R0-W","STIC-BCFLIS03R0-W","Sticker Bottom Colorfit Fresh Lip Ink Serum 03 Wardah,PP White,2W,Dsticker=14mm,RollCore 3 in,NF","Sticker Bottom Colorfit Fresh Lip Ink Serum 03 W","Packaging Material","Pc(s)","0.0","Wardah","","STICKER","Irregular","Pc(s)"
"2022-06-17 06:35:46","2022-06-17 06:35:23","STIC-BCFLIS04R0-W","STIC-BCFLIS04R0-W","Sticker Bottom Colorfit Fresh Lip Ink Serum 04 Wardah,PP White,2W,Dsticker=14mm,RollCore 3 in,NF","Sticker Bottom Colorfit Fresh Lip Ink Serum 04 W","Packaging Material","Pc(s)","0.0","Wardah","","STICKER","Irregular","Pc(s)"
"2022-06-17 06:36:32","2022-06-17 06:36:13","STIC-BCFLIS05R0-W","STIC-BCFLIS05R0-W","Sticker Bottom Colorfit Fresh Lip Ink Serum 05 Wardah,PP White,2W,Dsticker=14mm,RollCore 3 in,NF","Sticker Bottom Colorfit Fresh Lip Ink Serum 05 W","Packaging Material","Pc(s)","0.0","Wardah","","STICKER","Irregular","Pc(s)"
"2022-06-17 06:37:17","2022-06-17 06:37:03","STIC-BCFLIS06R0-W","STIC-BCFLIS06R0-W","Sticker Bottom Colorfit Fresh Lip Ink Serum 06 Wardah,PP White,2W,Dsticker=14mm,RollCore 3 in,NF","Sticker Bottom Colorfit Fresh Lip Ink Serum 06 W","Packaging Material","Pc(s)","0.0","Wardah","","STICKER","Irregular","Pc(s)"
"2022-06-17 06:37:58","2022-06-17 06:37:44","STIC-BCFLIS07R0-W","STIC-BCFLIS07R0-W","Sticker Bottom Colorfit Fresh Lip Ink Serum 07 Wardah,PP White,2W,Dsticker=14mm,RollCore 3 in,NF","Sticker Bottom Colorfit Fresh Lip Ink Serum 07 W","Packaging Material","Pc(s)","0.0","Wardah","","STICKER","Irregular","Pc(s)"
"2022-06-17 06:38:41","2022-06-17 06:38:24","STIC-BCFLIS08R0-W","STIC-BCFLIS08R0-W","Sticker Bottom Colorfit Fresh Lip Ink Serum 08 Wardah,PP White,2W,Dsticker=14mm,RollCore 3 in,NF","Sticker Bottom Colorfit Fresh Lip Ink Serum 08 W","Packaging Material","Pc(s)","0.0","Wardah","","STICKER","Irregular","Pc(s)"
"2022-06-06 10:12:44","2021-05-03 05:42:27","STIC-BCLPF12RR0-W","STIC-BCLPF12RR0-W","Sticker Bottom Crystallure PLS Powder Foundation 12 Refill Wardah.PETSilverMatte.2W.45x35mm.Gold.VarMatte","Sticker Bottom Crystallure PLS Powder Foundation 12 Refill W","Packaging Material","Pc(s)","0.0","Crystallure","","STICKER","Irregular","Pc(s)"
"2022-01-08 14:38:34","2021-05-03 05:43:25","STIC-BCLPF13RR0-W","STIC-BCLPF13RR0-W","Sticker Bottom Crystallure PLS Powder Foundation 13 Refill Wardah.PETSilverMatte.2W.45x35mm.Gold.VarMatte","Sticker Bottom Crystallure PLS Powder Foundation 13 Refill W","Packaging Material","Pc(s)","0.0","Crystallure","","STICKER","Irregular","Pc(s)"
"2022-01-08 14:38:36","2021-05-03 05:44:18","STIC-BCLPF14RR0-W","STIC-BCLPF14RR0-W","Sticker Bottom Crystallure PLS Powder Foundation 14 Refill Wardah.PETSilverMatte.2W.45x35mm.Gold.VarMatte","Sticker Bottom Crystallure PLS Powder Foundation 14 Refill W","Packaging Material","Pc(s)","0.0","Crystallure","","STICKER","Irregular","Pc(s)"
"2022-06-17 02:05:55","2022-06-17 01:53:58","STIC-BMLMP1R0-IP","STIC-BMLMP1R0-IP","Sticker Bottom Mattesetter Lip Matte Paint 01 Instaperfect,PP Transparent,1W,Black,d=14mm, Roll, Core3in,NoFinishing","Sticker Bottom Instaperfect Mattesetter Lip Matte Paint 01 IP","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-06-17 02:16:07","2022-06-17 02:15:52","STIC-BMLMP2R0-IP","STIC-BMLMP2R0-IP","Sticker Bottom Mattesetter Lip Matte Paint 02 Instaperfect,PP Transparent,1W,Black,d=14mm, Roll, Core3in,NoFinishing","Sticker Bottom Instaperfect Mattesetter Lip Matte Paint 02 IP","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-06-17 02:16:59","2022-06-17 02:16:37","STIC-BMLMP3R0-IP","STIC-BMLMP3R0-IP","Sticker Bottom Mattesetter Lip Matte Paint 03 Instaperfect,PP Transparent,1W,Black,d=14mm, Roll, Core3in,NoFinishing","Sticker Bottom Instaperfect Mattesetter Lip Matte Paint 03 IP","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-06-17 02:19:40","2022-06-17 02:19:22","STIC-BMLMP4R0-IP","STIC-BMLMP4R0-IP","Sticker Bottom Mattesetter Lip Matte Paint 04 Instaperfect,PP Transparent,1W,Black,d=14mm, Roll, Core3in,NoFinishing","Sticker Bottom Instaperfect Mattesetter Lip Matte Paint 04 IP","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-06-17 02:20:38","2022-06-17 02:20:19","STIC-BMLMP5R0-IP","STIC-BMLMP5R0-IP","Sticker Bottom Mattesetter Lip Matte Paint 05 Instaperfect,PP Transparent,1W,Black,d=14mm, Roll, Core3in,NoFinishing","Sticker Bottom Instaperfect Mattesetter Lip Matte Paint 05 IP","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-06-17 02:21:40","2022-06-17 02:21:16","STIC-BMLMP6R0-IP","STIC-BMLMP6R0-IP","Sticker Bottom Mattesetter Lip Matte Paint 06 Instaperfect,PP Transparent,1W,Black,d=14mm, Roll, Core3in,NoFinishing","Sticker Bottom Instaperfect Mattesetter Lip Matte Paint 06 IP","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-06-17 02:22:35","2022-06-17 02:22:16","STIC-BMLMP7R0-IP","STIC-BMLMP7R0-IP","Sticker Bottom Mattesetter Lip Matte Paint 07 Instaperfect,PP Transparent,1W,Black,d=14mm, Roll, Core3in,NoFinishing","Sticker Bottom Instaperfect Mattesetter Lip Matte Paint 07 IP","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-06-17 02:23:32","2022-06-17 02:23:12","STIC-BMLMP8R0-IP","STIC-BMLMP8R0-IP","Sticker Bottom Mattesetter Lip Matte Paint 08 Instaperfect,PP Transparent,1W,Black,d=14mm, Roll, Core3in,NoFinishing","Sticker Bottom Instaperfect Mattesetter Lip Matte Paint 08 IP","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-06-17 02:34:03","2022-06-17 02:24:26","STIC-BMLMP9R0-IP","STIC-BMLMP9R0-IP","Sticker Bottom Mattesetter Lip Matte Paint 09 Instaperfect,PP Transparent,1W,Black,d=14mm, Roll, Core3in,NoFinishing","Sticker Bottom Instaperfect Mattesetter Lip Matte Paint 09 IP","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-06-06 11:27:52","2022-01-14 08:43:03","STIC-ECTAOCDFW100R0-K","STIC-ECTAOCDFW100R0-K","Sticker Eyecatch TAOCD FW 100ml Kahf, PP Silver, CMYK + White, 76x25.8mm, Laminating Glossy","Sticker Eyecatch TAOCD Face Wash 100 R0 K","Packaging Material","Pc(s)","0.0","Kahf","Local","STICKER","Irregular","Pc(s)"
"2021-09-22 04:51:25","2021-04-30 03:30:09","STIC-BFCKR3-MO","STIC-BFCKR3-MO","Sticker Face Contour Kit REV-3 Make Over,Matte Silver Foil,1W,D=2,5cm,Pond","Sticker Bottom Face Contour Kit R3 MO","Packaging Material","Pc(s)","0.0","Make Over","","STICKER","Irregular","Pc(s)"
"2021-11-29 01:54:16","2021-09-15 02:45:03","STIC-PIETWC01R0-W","STIC-PIETWC01R0-W","Sticker Penutup Ingredients Exclusive TWC 01 Wardah,PP Silver Matte,2W,23x70mm,NoFinishing","Sticker Penutup Ingredients Exclusive TWC 01 W","Packaging Material","Pc(s)","0.0","Wardah","","STICKER","Irregular","Pc(s)"
"2021-11-29 01:45:10","2021-11-29 01:44:50","STIC-PIETWCR0-W","STIC-PIETWCR0-W","Sticker Penutup Ingredients Exclusive TWC 01-05 Wardah,PP Silver Matte,2W,23x70mm,NoFinishing","Sticker Penutup Ingredients Exclusive TWC 01-05 W","Packaging Material","Pc(s)","0.0","Wardah","","STICKER","Irregular","Pc(s)"
"2021-11-29 01:54:01","2021-09-15 02:45:46","STIC-PIETWC02R0-W","STIC-PIETWC02R0-W","Sticker Penutup Ingredients Exclusive TWC 02 Wardah,PP Silver Matte,2W,23x70mm,NoFinishing","Sticker Penutup Ingredients Exclusive TWC 02 W","Packaging Material","Pc(s)","0.0","Wardah","","STICKER","Irregular","Pc(s)"
"2021-11-29 01:54:43","2021-09-15 02:46:26","STIC-PIETWC03R0-W","STIC-PIETWC03R0-W","Sticker Penutup Ingredients Exclusive TWC 03 Wardah,PP Silver Matte,2W,23x70mm,NoFinishing","Sticker Penutup Ingredients Exclusive TWC 03 W","Packaging Material","Pc(s)","0.0","Wardah","","STICKER","Irregular","Pc(s)"
"2021-11-29 01:55:09","2021-09-15 02:47:04","STIC-PIETWC04R0-W","STIC-PIETWC04R0-W","Sticker Penutup Ingredients Exclusive TWC 04 Wardah,PP Silver Matte,2W,23x70mm,NoFinishing","Sticker Penutup Ingredients Exclusive TWC 04 W","Packaging Material","Pc(s)","0.0","Wardah","","STICKER","Irregular","Pc(s)"
"2021-11-29 01:55:43","2021-09-15 02:47:45","STIC-PIETWC05R0-W","STIC-PIETWC05R0-W","Sticker Penutup Ingredients Exclusive TWC 05 Wardah,PP Silver Matte,2W,23x70mm,NoFinishing","Sticker Penutup Ingredients Exclusive TWC 05 W","Packaging Material","Pc(s)","0.0","Wardah","","STICKER","Irregular","Pc(s)"
"2021-09-22 04:50:25","2021-09-15 03:29:55","STIC-PIETWCR01R0-W","STIC-PIETWCR01R0-W","Sticker Penutup Ingredients Exclusive TWCR 01 Wardah,PP Silver Matte,2W,17.5x61mm,NoFinishing","Sticker Penutup Ingredients Exclusive TWCR 01 W","Packaging Material","Pc(s)","0.0","Wardah","","STICKER","Irregular","Pc(s)"
"2021-11-29 01:47:17","2021-11-29 01:45:38","STIC-PIETWCRR0-W","STIC-PIETWCRR0-W","Sticker Penutup Ingredients Exclusive TWCR 01-05 Wardah,PP Silver Matte,2W,17.5x61mm,NoFinishing","Sticker Penutup Ingredients Exclusive TWCR W","Packaging Material","Pc(s)","0.0","Wardah","","STICKER","Irregular","Pc(s)"
"2021-09-22 04:50:25","2021-09-15 03:30:36","STIC-PIETWCR02R0-W","STIC-PIETWCR02R0-W","Sticker Penutup Ingredients Exclusive TWCR 02 Wardah,PP Silver Matte,2W,17.5x61mm,NoFinishing","Sticker Penutup Ingredients Exclusive TWCR 02 W","Packaging Material","Pc(s)","0.0","Wardah","","STICKER","Irregular","Pc(s)"
"2021-09-22 04:50:26","2021-09-15 03:31:16","STIC-PIETWCR03R0-W","STIC-PIETWCR03R0-W","Sticker Penutup Ingredients Exclusive TWCR 03 Wardah,PP Silver Matte,2W,17.5x61mm,NoFinishing","Sticker Penutup Ingredients Exclusive TWCR 03 W","Packaging Material","Pc(s)","0.0","Wardah","","STICKER","Irregular","Pc(s)"
"2021-09-22 04:50:27","2021-09-15 03:31:51","STIC-PIETWCR04R0-W","STIC-PIETWCR04R0-W","Sticker Penutup Ingredients Exclusive TWCR 04 Wardah,PP Silver Matte,2W,17.5x61mm,NoFinishing","Sticker Penutup Ingredients Exclusive TWCR 04 W","Packaging Material","Pc(s)","0.0","Wardah","","STICKER","Irregular","Pc(s)"
"2021-09-22 04:50:28","2021-09-15 03:32:33","STIC-PIETWCR05R0-W","STIC-PIETWCR05R0-W","Sticker Penutup Ingredients Exclusive TWCR 05 Wardah,PP Silver Matte,2W,17.5x61mm,NoFinishing","Sticker Penutup Ingredients Exclusive TWCR 05 W","Packaging Material","Pc(s)","0.0","Wardah","","STICKER","Irregular","Pc(s)"
"2022-01-08 14:43:20","2021-09-16 02:44:09","STIC-PIIBBMR0-W","STIC-PIIBBMR0-W","Sticker Penutup Ingredients Instaperfect Browfessional 3D Brow Mascara Wardah,PP Silver Matte,2W,85x12mm,VarDoff","Sticker Penutup Ingredients Instaperfect Browfessional 3D Brow Mascara W","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-01-08 14:43:20","2021-11-29 07:08:14","STIC-PIISCEPR0-W","STIC-PIISCEPR0-W","Sticker Penutup Ingredients Instaperfect Spotlight Chromatic Eye Palette","Sticker Penutup Ingredients Instaperfect Spotlight Chromatic Eye Palette W","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-01-08 14:43:21","2021-11-29 07:07:13","STIC-PNISCEPR0-W","STIC-PNISCEPR0-W","Sticker Penutup NA Instaperfect Spotlight Chromatic Eye Palette Wardah,PPSilverMatte,2W,45x11mm,VarDoff","Sticker Penutup NA Instaperfect Spotlight Chromatic Eye Palette W","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2021-09-22 04:50:23","2021-09-15 02:48:27","STIC-PQETWC01R0-W","STIC-PQETWC01R0-W","Sticker Penutup QR Code Exclusive TWC 01 Wardah,PP White,1W,16x42mm,NoFinishing","Sticker Penutup QR Code Exclusive TWC 01 W","Packaging Material","Pc(s)","0.0","Wardah","","STICKER","Irregular","Pc(s)"
"2021-09-22 04:50:24","2021-09-15 02:49:24","STIC-PQETWC02R0-W","STIC-PQETWC02R0-W","Sticker Penutup QR Code Exclusive TWC 02 Wardah,PP White,1W,16x42mm,NoFinishing","Sticker Penutup QR Code Exclusive TWC 02 W","Packaging Material","Pc(s)","0.0","Wardah","","STICKER","Irregular","Pc(s)"
"2021-09-22 04:50:24","2021-09-15 02:50:07","STIC-PQETWC03R0-W","STIC-PQETWC03R0-W","Sticker Penutup QR Code Exclusive TWC 03 Wardah,PP White,1W,16x42mm,NoFinishing","Sticker Penutup QR Code Exclusive TWC 03 W","Packaging Material","Pc(s)","0.0","Wardah","","STICKER","Irregular","Pc(s)"
"2021-09-22 04:50:24","2021-09-15 02:50:48","STIC-PQETWC04R0-W","STIC-PQETWC04R0-W","Sticker Penutup QR Code Exclusive TWC 04 Wardah,PP White,1W,16x42mm,NoFinishing","Sticker Penutup QR Code Exclusive TWC 04 W","Packaging Material","Pc(s)","0.0","Wardah","","STICKER","Irregular","Pc(s)"
"2021-09-22 04:50:25","2021-09-15 02:51:29","STIC-PQETWC05R0-W","STIC-PQETWC05R0-W","Sticker Penutup QR Code Exclusive TWC 05 Wardah,PP White,1W,16x42mm,NoFinishing","Sticker Penutup QR Code Exclusive TWC 05 W","Packaging Material","Pc(s)","0.0","Wardah","","STICKER","Irregular","Pc(s)"
"2021-11-29 01:59:56","2021-09-15 03:33:11","STIC-PQETWCR01R0-W","STIC-PQETWCR01R0-W","Sticker Penutup QR Code Exclusive TWCR 01 Wardah,PP Silver Matte,1W,13x37mm,NoFinishing","Sticker Penutup QR Code Exclusive TWCR 01 W","Packaging Material","Pc(s)","0.0","Wardah","","STICKER","Irregular","Pc(s)"
"2021-11-29 02:00:35","2021-09-15 03:33:45","STIC-PQETWCR02R0-W","STIC-PQETWCR02R0-W","Sticker Penutup QR Code Exclusive TWCR 02 Wardah,PP Silver Matte,1W,13x37mm,NoFinishing","Sticker Penutup QR Code Exclusive TWCR 02 W","Packaging Material","Pc(s)","0.0","Wardah","","STICKER","Irregular","Pc(s)"
"2021-11-29 02:01:01","2021-09-15 03:34:29","STIC-PQETWCR03R0-W","STIC-PQETWCR03R0-W","Sticker Penutup QR Code Exclusive TWCR 03 Wardah,PP Silver Matte,1W,13x37mm,NoFinishing","Sticker Penutup QR Code Exclusive TWCR 03 W","Packaging Material","Pc(s)","0.0","Wardah","","STICKER","Irregular","Pc(s)"
"2021-11-29 02:01:24","2021-09-15 03:35:13","STIC-PQETWCR04R0-W","STIC-PQETWCR04R0-W","Sticker Penutup QR Code Exclusive TWCR 04 Wardah,PP Silver Matte,1W,13x37mm,NoFinishing","Sticker Penutup QR Code Exclusive TWCR 04 W","Packaging Material","Pc(s)","0.0","Wardah","","STICKER","Irregular","Pc(s)"
"2021-11-29 02:01:45","2021-09-15 03:35:53","STIC-PQETWCR05R0-W","STIC-PQETWCR05R0-W","Sticker Penutup QR Code Exclusive TWCR 05 Wardah,PP Silver Matte,1W,13x37mm,NoFinishing","Sticker Penutup QR Code Exclusive TWCR 05 W","Packaging Material","Pc(s)","0.0","Wardah","","STICKER","Irregular","Pc(s)"
"2022-03-18 01:38:10","2021-09-16 02:22:52","STIC-VIBBM01R1-W","STIC-VIBBM01R1-W","Sticker Varian Instaperfect Browfessional 3D Brow Mascara 01 REV-1 Wardah,PP White,2W,12x46mm,NoFinishing","Sticker Varian Instaperfect Browfessional 3D Brow Mascara 01 R1 W","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-03-18 01:38:11","2021-09-16 02:24:02","STIC-VIBBM02R1-W","STIC-VIBBM02R1-W","Sticker Varian Instaperfect Browfessional 3D Brow Mascara 02 REV-1 Wardah,PP White,2W,12x46mm,NoFinishing","Sticker Varian Instaperfect Browfessional 3D Brow Mascara 02 R1 W","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-06-17 02:39:49","2022-06-17 02:35:47","STIC-VMLMP1R0-IP","STIC-VMLMP1R0-IP","Sticker Varian Instaperfect Mattesetter Lip Matte Paint 01 Instaperfect,PP White,2W,64x16mm,No Finishing","Sticker Varian Instaperfect Mattesetter Lip Matte Paint 01 IP","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-06-17 02:40:56","2022-06-17 02:40:33","STIC-VMLMP2R0-IP","STIC-VMLMP2R0-IP","Sticker Varian Instaperfect Mattesetter Lip Matte Paint 02 Instaperfect,PP White,2W,64x16mm,No Finishing","Sticker Varian Instaperfect Mattesetter Lip Matte Paint 02 IP","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-06-17 02:43:23","2022-06-17 02:43:04","STIC-VMLMP3R0-IP","STIC-VMLMP3R0-IP","Sticker Varian Instaperfect Mattesetter Lip Matte Paint 03 Instaperfect,PP White,2W,64x16mm,No Finishing","Sticker Varian Instaperfect Mattesetter Lip Matte Paint 03 IP","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-06-17 02:44:18","2022-06-17 02:43:58","STIC-VMLMP4R0-IP","STIC-VMLMP4R0-IP","Sticker Varian Instaperfect Mattesetter Lip Matte Paint 04 Instaperfect,PP White,2W,64x16mm,No Finishing","Sticker Varian Instaperfect Mattesetter Lip Matte Paint 04 IP","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-06-17 02:45:12","2022-06-17 02:44:52","STIC-VMLMP5R0-IP","STIC-VMLMP5R0-IP","Sticker Varian Instaperfect Mattesetter Lip Matte Paint 05 Instaperfect,PP White,2W,64x16mm,No Finishing","Sticker Varian Instaperfect Mattesetter Lip Matte Paint 05 IP","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-06-17 02:46:16","2022-06-17 02:45:57","STIC-VMLMP6R0-IP","STIC-VMLMP6R0-IP","Sticker Varian Instaperfect Mattesetter Lip Matte Paint 06 Instaperfect,PP White,2W,64x16mm,No Finishing","Sticker Varian Instaperfect Mattesetter Lip Matte Paint 06 IP","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-06-17 02:47:58","2022-06-17 02:47:35","STIC-VMLMP7R0-IP","STIC-VMLMP7R0-IP","Sticker Varian Instaperfect Mattesetter Lip Matte Paint 07 Instaperfect,PP White,2W,64x16mm,No Finishing","Sticker Varian Instaperfect Mattesetter Lip Matte Paint 07 IP","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-06-17 02:51:55","2022-06-17 02:51:29","STIC-VMLMP8R0-IP","STIC-VMLMP8R0-IP","Sticker Varian Instaperfect Mattesetter Lip Matte Paint 08 Instaperfect,PP White,2W,64x16mm,No Finishing","Sticker Varian Instaperfect Mattesetter Lip Matte Paint 08 IP","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-06-17 02:54:31","2022-06-17 02:54:13","STIC-VMLMP9R0-IP","STIC-VMLMP9R0-IP","Sticker Varian Instaperfect Mattesetter Lip Matte Paint 09 Instaperfect,PP White,2W,64x16mm,No Finishing","Sticker Varian Instaperfect Mattesetter Lip Matte Paint 09 IP","Packaging Material","Pc(s)","0.0","Instaperfect","","STICKER","Irregular","Pc(s)"
"2022-06-08 06:17:24","2022-06-08 00:56:19","STIC-VPVLS1R1-MO","STIC-VPVLS1R1-MO","Sticker Varian Powerstay VW Lip Stain 01 REV-1 Make Over. Semi Coat. 2W. 50x13mm. No Finishing","Sticker Varian Powerstay VW Lip Stain 01 R1 MO","Packaging Material","Pc(s)","0.0","Make Over","","STICKER","Irregular","Pc(s)"
"2022-06-14 08:58:01","2021-04-21 05:01:49","PUFF-TWCSR0-MO","PUFF-TWCSR0-MO","Two Way Cake Sponge Make Over,NBR,d=55mm,thickness=6mm,Black,Papercard+PVC Bag","Two Way Cake Sponge MO (Pc(s))","Packaging Material","Pc(s)","0.0","Make Over","Imported","PUFF","Irregular","Pc(s)"
"2022-06-17 00:10:16","2021-11-02 07:29:01","EMUL-WDRSL-X","EMS1-BKBEB","WaterDropSil","Dew-mulsifier","Raw Material","kg","0.0","","Imported","BAHAN BAKU UMUM","Irregular","kg"
